"year","NUTS 3 CODE 2021","vald_clean","vald","type","LAU CODE","NUTS 3 CODE 2016","number","median_price_final","average_price_final"
2003,"EE008","rapina vald","Räpina vald","flat",708,"EE008",7,49.87,46.99
2003,"EE008","rouge vald","Rõuge vald","flat",698,"EE008",5,8.73,37.28
2003,"EE008","setomaa vald","Setomaa vald","flat",732,"EE008",NA,10.9213050667103,27.4913156332145
2003,"EE008","tartu linn","Tartu linn","flat",793,"EE008",1117,410.75,422.91
2003,"EE008","tartu vald","Tartu vald","flat",796,"EE008",21,189.72,175.11
2003,"EE008","torva vald","Tõrva vald","flat",824,"EE008",26,17.09,27.56
2003,"EE008","valga vald","Valga vald","flat",855,"EE008",128,31.64,35.1
2003,"EE008","viljandi linn","Viljandi linn","flat",897,"EE008",81,221.82,218.74
2003,"EE008","viljandi vald","Viljandi vald","flat",899,"EE008",18,90.38,86
2003,"EE008","voru linn","Võru linn","flat",919,"EE008",103,153.86,151.45
2003,"EE008","voru vald","Võru vald","flat",917,"EE008",20,51.42,66.3
2003,"EE009","haljala vald","Haljala vald","flat",191,"EE006",9,82.24,93.26
2003,"EE009","jarva vald","Järva vald","flat",255,"EE006",8,19.79,19.32
2003,"EE009","kadrina vald","Kadrina vald","flat",272,"EE006",28,52.56,54.04
2003,"EE009","kehtna vald","Kehtna vald","flat",293,"EE006",36,46.93,57.72
2003,"EE009","kohila vald","Kohila vald","flat",317,"EE006",28,184.71,209.15
2003,"EE009","marjamaa vald","Märjamaa vald","flat",503,"EE006",14,89.88,96.71
2003,"EE009","paide linn","Paide linn","flat",567,"EE006",88,103.36,114.03
2003,"EE009","rakvere linn","Rakvere linn","flat",663,"EE006",107,268.37,240.19
2003,"EE009","rakvere vald","Rakvere vald","flat",661,"EE006",20,117.71,119.73
2003,"EE009","rapla vald","Rapla vald","flat",668,"EE006",47,171.1,162.75
2003,"EE009","tapa vald","Tapa vald","flat",792,"EE006",71,41.64,45.15
2003,"EE009","turi vald","Türi vald","flat",834,"EE006",52,65.05,64.62
2003,"EE009","vaikemaarja vald","Väike-Maarja vald","flat",928,"EE006",NA,43.203747545727,44.9460256225672
2003,"EE009","vinni vald","Vinni vald","flat",901,"EE006",11,21.75,64.49
2003,"EE009","virunigula vald","Viru-Nigula vald","flat",903,"EE006",20,15.03,25.15
2003,"EE00A","alutaguse vald","Alutaguse vald","flat",130,"EE007",NA,23.8717705735661,30.3787624534814
2003,"EE00A","johvi vald","Jõhvi vald","flat",251,"EE007",163,34.21,41.83
2003,"EE00A","kohtlajarve linn","Kohtla-Järve linn","flat",321,"EE007",291,16.09,22.24
2003,"EE00A","luganuse vald","Lüganuse vald","flat",442,"EE007",66,10.36,11.07
2003,"EE00A","narva linn","Narva linn","flat",511,"EE007",142,118.02,128.14
2003,"EE00A","narvajoesuu linn","Narva-Jõesuu linn","flat",514,"EE007",16,145.05,145.68
2003,"EE00A","sillamae linn","Sillamäe linn","flat",735,"EE007",116,51.01,56.35
2003,"EE00A","toila vald","Toila vald","flat",803,"EE007",114.5,22.285,26.45
2004,"EE001","anija vald","Anija vald","flat",141,"EE001",53,273.91,267.95
2004,"EE001","harku vald","Harku vald","flat",198,"EE001",219,849.15,786.59
2004,"EE001","joelahtme vald","Jõelähtme vald","flat",245,"EE001",70,523.8,517.03
2004,"EE001","keila linn","Keila linn","flat",296,"EE001",136,506.61,502.33
2004,"EE001","kiili vald","Kiili vald","flat",304,"EE001",42,553.38,517.72
2004,"EE001","kose vald","Kose vald","flat",338,"EE001",62,261.28,245.55
2004,"EE001","kuusalu vald","Kuusalu vald","flat",353,"EE001",42,245.04,220.76
2004,"EE001","laaneharju vald","Lääne-Harju vald","flat",431,"EE001",301,202.78,199.93
2004,"EE001","loksa linn","Loksa linn","flat",424,"EE001",48,139.68,141.41
2004,"EE001","maardu linn","Maardu linn","flat",446,"EE001",411,410.44,386.76
2004,"EE001","raasiku vald","Raasiku vald","flat",651,"EE001",35,335.14,315.53
2004,"EE001","rae vald","Rae vald","flat",653,"EE001",119,576.65,540.14
2004,"EE001","saku vald","Saku vald","flat",718,"EE001",79,599.7,613.67
2004,"EE001","saue vald","Saue vald","flat",726,"EE001",211,611.92,568.44
2004,"EE001","tallinn","Tallinn","flat",784,"EE001",8750,701.47,738.07
2004,"EE001","viimsi vald","Viimsi vald","flat",890,"EE001",287,863.67,844.83
2004,"EE004","haademeeste vald","Häädemeeste vald","flat",214,"EE004",NA,273.519945967732,201.462360113564
2004,"EE004","haapsalu linn","Haapsalu linn","flat",184,"EE004",196,313.87,308.77
2004,"EE004","hiiumaa vald","Hiiumaa vald","flat",205,"EE004",66,149.32,164.58
2004,"EE004","kihnu vald","Kihnu vald","flat",303,"EE004",NA,231.595,244.9275
2004,"EE004","laanenigula vald","Lääne-Nigula vald","flat",441,"EE004",57,97.82,92.58
2004,"EE004","laaneranna vald","Lääneranna vald","flat",430,"EE004",NA,61.0337138682822,55.0970410265373
2004,"EE004","muhu vald","Muhu vald","flat",478,"EE004",3,217.580298616601,175.373772796898
2004,"EE004","parnu linn","Pärnu linn","flat",624,"EE004",NA,657.083759713843,547.919330218445
2004,"EE004","pohjaparnumaa vald","Põhja-Pärnumaa vald","flat",638,"EE004",NA,124.838505359145,118.541290599371
2004,"EE004","ruhnu vald","Ruhnu vald","flat",689,"EE004",NA,231.595,244.9275
2004,"EE004","saarde vald","Saarde vald","flat",712,"EE004",NA,112.756606924695,94.5151736925185
2004,"EE004","saaremaa vald","Saaremaa vald","flat",714,"EE004",254,366.97,413.78
2004,"EE004","tori vald","Tori vald","flat",809,"EE004",NA,586.138338728163,400.679671774687
2004,"EE004","vormsi vald","Vormsi vald","flat",907,"EE004",NA,231.595,244.9275
2004,"EE008","antsla vald","Antsla vald","flat",142,"EE008",5,28,39.2
2004,"EE008","elva vald","Elva vald","flat",171,"EE008",113,217.88,201.63
2004,"EE008","jogeva vald","Jõgeva vald","flat",247,"EE008",176,45.59,49.91
2004,"EE008","kambja vald","Kambja vald","flat",283,"EE008",70,414.65,411.71
2004,"EE008","kanepi vald","Kanepi vald","flat",284,"EE008",22,29.08,38.18
2004,"EE008","kastre vald","Kastre vald","flat",291,"EE008",29,147.75,149.63
2004,"EE008","luunja vald","Luunja vald","flat",432,"EE008",25,386.83,373.05
2004,"EE008","mulgi vald","Mulgi vald","flat",480,"EE008",39,22.74,29.75
2004,"EE008","mustvee vald","Mustvee vald","flat",486,"EE008",10,13.51,45.72
2004,"EE008","noo vald","Nõo vald","flat",528,"EE008",18,308.97,281.17
2004,"EE008","otepaa vald","Otepää vald","flat",557,"EE008",29,280.59,231.72
2004,"EE008","peipsiaare vald","Peipsiääre vald","flat",586,"EE008",19,65.22,65.39
2004,"EE008","pohjasakala vald","Põhja-Sakala vald","flat",615,"EE008",68,25.45,33.9
2004,"EE008","poltsamaa vald","Põltsamaa vald","flat",618,"EE008",92,67.29,72.25
2004,"EE008","polva vald","Põlva vald","flat",622,"EE008",133,99.86,106.59
2004,"EE008","rapina vald","Räpina vald","flat",708,"EE008",11,31.33,37.28
2004,"EE008","rouge vald","Rõuge vald","flat",698,"EE008",12,20.93,37.58
2004,"EE008","setomaa vald","Setomaa vald","flat",732,"EE008",NA,15.4798919538348,34.318213491553
2004,"EE008","tartu linn","Tartu linn","flat",793,"EE008",2068,533.74,533.91
2004,"EE008","tartu vald","Tartu vald","flat",796,"EE008",62,282.4,312.46
2004,"EE008","torva vald","Tõrva vald","flat",824,"EE008",56,26.33,29.2
2004,"EE008","valga vald","Valga vald","flat",855,"EE008",261,51.35,61.22
2004,"EE008","viljandi linn","Viljandi linn","flat",897,"EE008",255,275.01,275.8
2004,"EE008","viljandi vald","Viljandi vald","flat",899,"EE008",52,86.85,95.55
2004,"EE008","voru linn","Võru linn","flat",919,"EE008",200,212.44,208.02
2004,"EE008","voru vald","Võru vald","flat",917,"EE008",45,83.4,97.29
2004,"EE009","haljala vald","Haljala vald","flat",191,"EE006",26,151.96,141.58
2004,"EE009","jarva vald","Järva vald","flat",255,"EE006",23,17.51,31.54
2004,"EE009","kadrina vald","Kadrina vald","flat",272,"EE006",65,97.24,89.64
2004,"EE009","kehtna vald","Kehtna vald","flat",293,"EE006",71,55.51,69.05
2004,"EE009","kohila vald","Kohila vald","flat",317,"EE006",61,339.63,338.39
2004,"EE009","marjamaa vald","Märjamaa vald","flat",503,"EE006",45,72.63,93.13
2004,"EE009","paide linn","Paide linn","flat",567,"EE006",176,141.39,147.66
2004,"EE009","rakvere linn","Rakvere linn","flat",663,"EE006",243,305.8,287.82
2004,"EE009","rakvere vald","Rakvere vald","flat",661,"EE006",31,157.42,167.72
2004,"EE009","rapla vald","Rapla vald","flat",668,"EE006",126,219.73,211.79
2004,"EE009","tapa vald","Tapa vald","flat",792,"EE006",157,61.73,67.79
2004,"EE009","turi vald","Türi vald","flat",834,"EE006",89,83.36,81.42
2004,"EE009","vaikemaarja vald","Väike-Maarja vald","flat",928,"EE006",5,56.77,59.71
2004,"EE009","vinni vald","Vinni vald","flat",901,"EE006",37,96.77,109.1
2004,"EE009","virunigula vald","Viru-Nigula vald","flat",903,"EE006",99,22.48,48.43
2004,"EE00A","alutaguse vald","Alutaguse vald","flat",130,"EE007",12,35.91,44.06
2004,"EE00A","johvi vald","Jõhvi vald","flat",251,"EE007",309,65.22,72.31
2004,"EE00A","kohtlajarve linn","Kohtla-Järve linn","flat",321,"EE007",626,22.12,30.08
2004,"EE00A","luganuse vald","Lüganuse vald","flat",442,"EE007",123,11.98,15.49
2004,"EE00A","narva linn","Narva linn","flat",511,"EE007",367,178.7,183.51
2004,"EE00A","narvajoesuu linn","Narva-Jõesuu linn","flat",514,"EE007",25,234.02,237.59
2004,"EE00A","sillamae linn","Sillamäe linn","flat",735,"EE007",187,77.73,88.67
2004,"EE00A","toila vald","Toila vald","flat",803,"EE007",148,37.7033333333333,43.9533333333333
2005,"EE001","anija vald","Anija vald","flat",141,"EE001",131,101.29,174.81
2005,"EE001","harku vald","Harku vald","flat",198,"EE001",313,883.38,879.22
2005,"EE001","joelahtme vald","Jõelähtme vald","flat",245,"EE001",124,660.21,638.34
2005,"EE001","keila linn","Keila linn","flat",296,"EE001",180,654.33,647.23
2005,"EE001","kiili vald","Kiili vald","flat",304,"EE001",39,599.17,611.14
2005,"EE001","kose vald","Kose vald","flat",338,"EE001",73,351.51,331.18
2005,"EE001","kuusalu vald","Kuusalu vald","flat",353,"EE001",68,332.98,366.81
2005,"EE001","laaneharju vald","Lääne-Harju vald","flat",431,"EE001",356,270.61,277.11
2005,"EE001","loksa linn","Loksa linn","flat",424,"EE001",56,207.42,210.38
2005,"EE001","maardu linn","Maardu linn","flat",446,"EE001",495,559.99,541.53
2005,"EE001","raasiku vald","Raasiku vald","flat",651,"EE001",35,411.3,409.86
2005,"EE001","rae vald","Rae vald","flat",653,"EE001",609,878.8,862.47
2005,"EE001","saku vald","Saku vald","flat",718,"EE001",109,646.78,565.87
2005,"EE001","saue vald","Saue vald","flat",726,"EE001",322,813.5,707.85
2005,"EE001","tallinn","Tallinn","flat",784,"EE001",13263,882.36,937.95
2005,"EE001","viimsi vald","Viimsi vald","flat",890,"EE001",746,926.82,900.28
2005,"EE004","haademeeste vald","Häädemeeste vald","flat",214,"EE004",NA,346.135390505939,255.511381489531
2005,"EE004","haapsalu linn","Haapsalu linn","flat",184,"EE004",281,401.73,406.55
2005,"EE004","hiiumaa vald","Hiiumaa vald","flat",205,"EE004",73,184.43,213.04
2005,"EE004","kihnu vald","Kihnu vald","flat",303,"EE004",NA,293.08,310.6375
2005,"EE004","laanenigula vald","Lääne-Nigula vald","flat",441,"EE004",63,163.38,147.3
2005,"EE004","laaneranna vald","Lääneranna vald","flat",430,"EE004",NA,77.2372497701425,69.8786664702044
2005,"EE004","muhu vald","Muhu vald","flat",478,"EE004",NA,275.344605533597,222.423657397378
2005,"EE004","parnu linn","Pärnu linn","flat",624,"EE004",NA,831.529645704498,694.917030307876
2005,"EE004","pohjaparnumaa vald","Põhja-Pärnumaa vald","flat",638,"EE004",NA,157.981256722546,150.343959574005
2005,"EE004","ruhnu vald","Ruhnu vald","flat",689,"EE004",NA,293.08,310.6375
2005,"EE004","saarde vald","Saarde vald","flat",712,"EE004",NA,142.691795407887,119.872032613364
2005,"EE004","saaremaa vald","Saaremaa vald","flat",714,"EE004",249,479.08,475.66
2005,"EE004","tori vald","Tori vald","flat",809,"EE004",NA,741.749279191909,508.175405133802
2005,"EE004","vormsi vald","Vormsi vald","flat",907,"EE004",NA,293.08,310.6375
2005,"EE008","antsla vald","Antsla vald","flat",142,"EE008",12,26.01,40.61
2005,"EE008","elva vald","Elva vald","flat",171,"EE008",147,246.34,254.67
2005,"EE008","jogeva vald","Jõgeva vald","flat",247,"EE008",187,101.61,107.13
2005,"EE008","kambja vald","Kambja vald","flat",283,"EE008",144,617.3,651.27
2005,"EE008","kanepi vald","Kanepi vald","flat",284,"EE008",25,43.27,42.4
2005,"EE008","kastre vald","Kastre vald","flat",291,"EE008",51,344.37,336.56
2005,"EE008","luunja vald","Luunja vald","flat",432,"EE008",75,821.14,754.72
2005,"EE008","mulgi vald","Mulgi vald","flat",480,"EE008",55,31.39,41.56
2005,"EE008","mustvee vald","Mustvee vald","flat",486,"EE008",10,116.16,134.03
2005,"EE008","noo vald","Nõo vald","flat",528,"EE008",43,358.29,362.15
2005,"EE008","otepaa vald","Otepää vald","flat",557,"EE008",41,288.66,273.65
2005,"EE008","peipsiaare vald","Peipsiääre vald","flat",586,"EE008",26,104.99,110.16
2005,"EE008","pohjasakala vald","Põhja-Sakala vald","flat",615,"EE008",66,43.95,48.52
2005,"EE008","poltsamaa vald","Põltsamaa vald","flat",618,"EE008",91,91.42,106.63
2005,"EE008","polva vald","Põlva vald","flat",622,"EE008",130,244.62,210.31
2005,"EE008","rapina vald","Räpina vald","flat",708,"EE008",26,32.76,60.33
2005,"EE008","rouge vald","Rõuge vald","flat",698,"EE008",13,34.55,35.7
2005,"EE008","setomaa vald","Setomaa vald","flat",732,"EE008",NA,33.6399954162233,51.631244405581
2005,"EE008","tartu linn","Tartu linn","flat",793,"EE008",2746,651.14,653.12
2005,"EE008","tartu vald","Tartu vald","flat",796,"EE008",109,388.76,378.86
2005,"EE008","torva vald","Tõrva vald","flat",824,"EE008",52,35.65,41.65
2005,"EE008","valga vald","Valga vald","flat",855,"EE008",238,81.4,94.23
2005,"EE008","viljandi linn","Viljandi linn","flat",897,"EE008",322,369.9,350.02
2005,"EE008","viljandi vald","Viljandi vald","flat",899,"EE008",79,181.24,184.72
2005,"EE008","voru linn","Võru linn","flat",919,"EE008",163,305.25,288.63
2005,"EE008","voru vald","Võru vald","flat",917,"EE008",37,190.31,182.66
2005,"EE009","haljala vald","Haljala vald","flat",191,"EE006",29,202.2,208.56
2005,"EE009","jarva vald","Järva vald","flat",255,"EE006",32,62.8,77.12
2005,"EE009","kadrina vald","Kadrina vald","flat",272,"EE006",68,135.45,133.53
2005,"EE009","kehtna vald","Kehtna vald","flat",293,"EE006",73,109.63,127.22
2005,"EE009","kohila vald","Kohila vald","flat",317,"EE006",90,440.37,443.8
2005,"EE009","marjamaa vald","Märjamaa vald","flat",503,"EE006",47,176.99,191.56
2005,"EE009","paide linn","Paide linn","flat",567,"EE006",186,226.81,232.3
2005,"EE009","rakvere linn","Rakvere linn","flat",663,"EE006",306,364.12,357.74
2005,"EE009","rakvere vald","Rakvere vald","flat",661,"EE006",89,164.58,203.16
2005,"EE009","rapla vald","Rapla vald","flat",668,"EE006",165,325.34,309.02
2005,"EE009","tapa vald","Tapa vald","flat",792,"EE006",171,80.46,88.05
2005,"EE009","turi vald","Türi vald","flat",834,"EE006",109,138.06,135.06
2005,"EE009","vaikemaarja vald","Väike-Maarja vald","flat",928,"EE006",10,53.2,84.62
2005,"EE009","vinni vald","Vinni vald","flat",901,"EE006",56,195.49,179.22
2005,"EE009","virunigula vald","Viru-Nigula vald","flat",903,"EE006",119,28.79,73.84
2005,"EE00A","alutaguse vald","Alutaguse vald","flat",130,"EE007",10,93.64,114.26
2005,"EE00A","johvi vald","Jõhvi vald","flat",251,"EE007",294,139.24,156.42
2005,"EE00A","kohtlajarve linn","Kohtla-Järve linn","flat",321,"EE007",736,53.37,62.73
2005,"EE00A","luganuse vald","Lüganuse vald","flat",442,"EE007",99,23.71,29.44
2005,"EE00A","narva linn","Narva linn","flat",511,"EE007",627,241.83,247
2005,"EE00A","narvajoesuu linn","Narva-Jõesuu linn","flat",514,"EE007",39,357.55,377.93
2005,"EE00A","sillamae linn","Sillamäe linn","flat",735,"EE007",196,207.64,202.85
2005,"EE00A","toila vald","Toila vald","flat",803,"EE007",134.333333333333,85.53,100.04
2006,"EE001","anija vald","Anija vald","flat",141,"EE001",127,378.49,398.37
2006,"EE001","harku vald","Harku vald","flat",198,"EE001",261,1214.99,1238.73
2006,"EE001","joelahtme vald","Jõelähtme vald","flat",245,"EE001",101,1026.48,924.28
2006,"EE001","keila linn","Keila linn","flat",296,"EE001",176,1037.33,993.51
2006,"EE001","kiili vald","Kiili vald","flat",304,"EE001",94,1275.3,1235.08
2006,"EE001","kose vald","Kose vald","flat",338,"EE001",85,480.87,492.68
2006,"EE001","kuusalu vald","Kuusalu vald","flat",353,"EE001",97,580.06,588.69
2006,"EE001","laaneharju vald","Lääne-Harju vald","flat",431,"EE001",486,513.8,504.12
2006,"EE001","loksa linn","Loksa linn","flat",424,"EE001",60,358.95,342.72
2006,"EE001","maardu linn","Maardu linn","flat",446,"EE001",392,1013.72,899.51
2006,"EE001","raasiku vald","Raasiku vald","flat",651,"EE001",35,735.56,698.41
2006,"EE001","rae vald","Rae vald","flat",653,"EE001",661,1148.79,1139.65
2006,"EE001","saku vald","Saku vald","flat",718,"EE001",78,1168.83,1121.3
2006,"EE001","saue vald","Saue vald","flat",726,"EE001",372,1059.98,983.01
2006,"EE001","tallinn","Tallinn","flat",784,"EE001",12366,1389.38,1401.17
2006,"EE001","viimsi vald","Viimsi vald","flat",890,"EE001",571,1182.52,1285.14
2006,"EE004","haademeeste vald","Häädemeeste vald","flat",214,"EE004",NA,541.034369686512,381.555163457266
2006,"EE004","haapsalu linn","Haapsalu linn","flat",184,"EE004",336,662.08,679.59
2006,"EE004","hiiumaa vald","Hiiumaa vald","flat",205,"EE004",76,254.13,261.38
2006,"EE004","kihnu vald","Kihnu vald","flat",303,"EE004",NA,458.105,463.875
2006,"EE004","laanenigula vald","Lääne-Nigula vald","flat",441,"EE004",82,216.84,198.83
2006,"EE004","laaneranna vald","Lääneranna vald","flat",430,"EE004",NA,120.727345113795,104.349817420196
2006,"EE004","muhu vald","Muhu vald","flat",478,"EE004",NA,430.383310079051,332.145262806997
2006,"EE004","parnu linn","Pärnu linn","flat",624,"EE004",NA,1299.74030416766,1037.71964889643
2006,"EE004","pohjaparnumaa vald","Põhja-Pärnumaa vald","flat",638,"EE004",NA,246.936002493797,224.508645116548
2006,"EE004","ruhnu vald","Ruhnu vald","flat",689,"EE004",NA,458.105,463.875
2006,"EE004","saarde vald","Saarde vald","flat",712,"EE004",NA,223.037481013136,179.004914501708
2006,"EE004","saaremaa vald","Saaremaa vald","flat",714,"EE004",319,751.9,715.7
2006,"EE004","tori vald","Tori vald","flat",809,"EE004",NA,1159.40717054801,758.858367249422
2006,"EE004","vormsi vald","Vormsi vald","flat",907,"EE004",2,458.105,463.875
2006,"EE008","antsla vald","Antsla vald","flat",142,"EE008",21,63.49,65.89
2006,"EE008","elva vald","Elva vald","flat",171,"EE008",172,404.35,457.74
2006,"EE008","jogeva vald","Jõgeva vald","flat",247,"EE008",226,165.33,167.87
2006,"EE008","kambja vald","Kambja vald","flat",283,"EE008",162,852.4,875.23
2006,"EE008","kanepi vald","Kanepi vald","flat",284,"EE008",13,77.12,91.68
2006,"EE008","kastre vald","Kastre vald","flat",291,"EE008",43,413.45,393.9
2006,"EE008","luunja vald","Luunja vald","flat",432,"EE008",103,1183.5,1098.17
2006,"EE008","mulgi vald","Mulgi vald","flat",480,"EE008",59,66.87,95.54
2006,"EE008","mustvee vald","Mustvee vald","flat",486,"EE008",23,39.45,103.38
2006,"EE008","noo vald","Nõo vald","flat",528,"EE008",25,442.95,550.35
2006,"EE008","otepaa vald","Otepää vald","flat",557,"EE008",42,261.43,331.2
2006,"EE008","peipsiaare vald","Peipsiääre vald","flat",586,"EE008",36,181.19,199.95
2006,"EE008","pohjasakala vald","Põhja-Sakala vald","flat",615,"EE008",55,83.07,113.46
2006,"EE008","poltsamaa vald","Põltsamaa vald","flat",618,"EE008",95,157.91,184.85
2006,"EE008","polva vald","Põlva vald","flat",622,"EE008",163,351.65,334.56
2006,"EE008","rapina vald","Räpina vald","flat",708,"EE008",37,109.35,145.94
2006,"EE008","rouge vald","Rõuge vald","flat",698,"EE008",16,73.53,106.55
2006,"EE008","setomaa vald","Setomaa vald","flat",732,"EE008",NA,48.2382388475076,81.6440753223905
2006,"EE008","tartu linn","Tartu linn","flat",793,"EE008",3051,1039.83,1043.27
2006,"EE008","tartu vald","Tartu vald","flat",796,"EE008",146,683.37,734.02
2006,"EE008","torva vald","Tõrva vald","flat",824,"EE008",52,65.87,84.8
2006,"EE008","valga vald","Valga vald","flat",855,"EE008",297,189.57,196.68
2006,"EE008","viljandi linn","Viljandi linn","flat",897,"EE008",278,734.88,681.17
2006,"EE008","viljandi vald","Viljandi vald","flat",899,"EE008",103,282.79,305.95
2006,"EE008","voru linn","Võru linn","flat",919,"EE008",243,466.51,468.64
2006,"EE008","voru vald","Võru vald","flat",917,"EE008",52,259.89,252.61
2006,"EE009","haljala vald","Haljala vald","flat",191,"EE006",32,305.08,405.9
2006,"EE009","jarva vald","Järva vald","flat",255,"EE006",60,79.21,126.09
2006,"EE009","kadrina vald","Kadrina vald","flat",272,"EE006",64,238.94,242.01
2006,"EE009","kehtna vald","Kehtna vald","flat",293,"EE006",104,194.36,196.98
2006,"EE009","kohila vald","Kohila vald","flat",317,"EE006",84,592.59,622.21
2006,"EE009","marjamaa vald","Märjamaa vald","flat",503,"EE006",58,344.33,315.13
2006,"EE009","paide linn","Paide linn","flat",567,"EE006",242,394.74,405.59
2006,"EE009","rakvere linn","Rakvere linn","flat",663,"EE006",332,672.47,664.15
2006,"EE009","rakvere vald","Rakvere vald","flat",661,"EE006",153,461.22,445.68
2006,"EE009","rapla vald","Rapla vald","flat",668,"EE006",198,450.72,429.15
2006,"EE009","tapa vald","Tapa vald","flat",792,"EE006",201,124.24,158.28
2006,"EE009","turi vald","Türi vald","flat",834,"EE006",134,188.98,222.05
2006,"EE009","vaikemaarja vald","Väike-Maarja vald","flat",928,"EE006",36,88.54,86.89
2006,"EE009","vinni vald","Vinni vald","flat",901,"EE006",60,317.75,290.23
2006,"EE009","virunigula vald","Viru-Nigula vald","flat",903,"EE006",91,202.89,191.48
2006,"EE00A","alutaguse vald","Alutaguse vald","flat",130,"EE007",10,74.98,89.58
2006,"EE00A","johvi vald","Jõhvi vald","flat",251,"EE007",283,342.85,339.63
2006,"EE00A","kohtlajarve linn","Kohtla-Järve linn","flat",321,"EE007",918,133.88,152.77
2006,"EE00A","luganuse vald","Lüganuse vald","flat",442,"EE007",113,53.26,54.57
2006,"EE00A","narva linn","Narva linn","flat",511,"EE007",680,567.62,554.39
2006,"EE00A","narvajoesuu linn","Narva-Jõesuu linn","flat",514,"EE007",62,789.31,751.35
2006,"EE00A","sillamae linn","Sillamäe linn","flat",735,"EE007",226,341.5,350.13
2006,"EE00A","toila vald","Toila vald","flat",803,"EE007",135.333333333333,157.03,161.26
