year,LAU_CODE,type.of.building,avg_floor_m2
2016,1766,other,66.4
2017,1766,other,67.5
2018,1766,other,67.3
2013,1780,house,125.4
2014,1780,house,125.4
2015,1780,house,125.4
2016,1780,house,125.4
2017,1780,house,125.4
2018,1780,house,125.4
2013,1780,flat,67.2
2014,1780,flat,67.2
2015,1780,flat,67.1
2016,1780,flat,67.1
2017,1780,flat,67.1
2018,1780,flat,66.8
2013,1780,other,74.3
2014,1780,other,73.9
2015,1780,other,73.2
2016,1780,other,73.2
2017,1780,other,72.7
2018,1780,other,73.6
2013,1781,house,117.9
2014,1781,house,117.7
2015,1781,house,117.7
2016,1781,house,117.8
2017,1781,house,117.6
2018,1781,house,117.6
2013,1781,flat,65.9
2014,1781,flat,65.9
2015,1781,flat,65.9
2016,1781,flat,66
2017,1781,flat,66
2018,1781,flat,66.1
2013,1781,other,74.9
2014,1781,other,74.9
2015,1781,other,74.7
2016,1781,other,74.5
2017,1781,other,74.5
2018,1781,other,74.2
2013,1782,house,112.3
2014,1782,house,112.2
2015,1782,house,112.2
2016,1782,house,111.6
2017,1782,house,111.8
2018,1782,house,111.7
2013,1782,flat,63.2
2014,1782,flat,63.2
2015,1782,flat,63.1
2016,1782,flat,63.1
2017,1782,flat,63.1
2018,1782,flat,63.2
2013,1782,other,68.9
2014,1782,other,69.8
2015,1782,other,69.5
2016,1782,other,69.5
2017,1782,other,68.9
2018,1782,other,66.7
2013,1783,house,111.7
2014,1783,house,111.8
2015,1783,house,111.8
2016,1783,house,112
2017,1783,house,112
2018,1783,house,111.8
2013,1783,flat,58.6
2014,1783,flat,58.6
2015,1783,flat,58.8
2016,1783,flat,58.7
2017,1783,flat,58.7
2018,1783,flat,58.7
2013,1783,other,66.3
2014,1783,other,72.4
2015,1783,other,72.2
2016,1783,other,73.2
2017,1783,other,72.8
2018,1783,other,75.1
2013,1784,house,115.5
2014,1784,house,115.5
2015,1784,house,115.3
2016,1784,house,115.2
2017,1784,house,115.3
2018,1784,house,115
2013,1784,flat,64.8
2014,1784,flat,64.8
2015,1784,flat,64.7
2016,1784,flat,64.7
2017,1784,flat,64.6
2018,1784,flat,64.6
2013,1784,other,62.7
2014,1784,other,63.1
2015,1784,other,63
2016,1784,other,63
2017,1784,other,62.7
2018,1784,other,62.7
2013,1785,house,120.7
2014,1785,house,120.6
2015,1785,house,120.7
2016,1785,house,120.7
2017,1785,house,120.6
2018,1785,house,120.6
2013,1785,flat,62.1
2014,1785,flat,62.2
2015,1785,flat,62.2
2016,1785,flat,62.1
2017,1785,flat,62
2018,1785,flat,62.1
2013,1785,other,73.9
2014,1785,other,73.9
2015,1785,other,73.9
2016,1785,other,73.7
2017,1785,other,65
2018,1785,other,65.5
2013,1814,house,116.2
2014,1814,house,116.2
2015,1814,house,116.3
2016,1814,house,116.2
2017,1814,house,117.2
2018,1814,house,117.4
2013,1814,flat,65.7
2014,1814,flat,65.7
2015,1814,flat,65.7
2016,1814,flat,65.7
2017,1814,flat,65.7
2018,1814,flat,65.8
2013,1814,other,79.2
2014,1814,other,80.3
2015,1814,other,80.3
2016,1814,other,79.8
2017,1814,other,79.8
2018,1814,other,79.5
2013,1860,house,113.9
2014,1860,house,113.8
2015,1860,house,113.9
2016,1860,house,114.1
2017,1860,house,113.8
2018,1860,house,113.7
2013,1860,flat,65.7
2014,1860,flat,65.7
2015,1860,flat,64.5
2016,1860,flat,64.5
2017,1860,flat,64.5
2018,1860,flat,64.3
2013,1860,other,64.7
2014,1860,other,64.6
2015,1860,other,64.6
2016,1860,other,63.6
2017,1860,other,64
2018,1860,other,60
2013,1861,house,117.1
2014,1861,house,117.2
2015,1861,house,117.2
2016,1861,house,117.2
2017,1861,house,117.1
2018,1861,house,117.1
2013,1861,flat,63.3
2014,1861,flat,63.3
2015,1861,flat,63.3
2016,1861,flat,63.3
2017,1861,flat,63.4
2018,1861,flat,63.4
2013,1861,other,74.8
2014,1861,other,75.1
2015,1861,other,75.6
2016,1861,other,75.6
2017,1861,other,73.1
2018,1861,other,73.1
2013,1862,house,111.7
2014,1862,house,111.8
2015,1862,house,111.6
2016,1862,house,111.7
2017,1862,house,111.6
2018,1862,house,111.4
2013,1862,flat,61.6
2014,1862,flat,61.7
2015,1862,flat,61.7
2016,1862,flat,61.7
2017,1862,flat,61.7
2018,1862,flat,61.7
2013,1862,other,80
2014,1862,other,82.3
2015,1862,other,82.3
2016,1862,other,80.7
2017,1862,other,80
2018,1862,other,80.3
2013,1863,house,108.6
2014,1863,house,108.7
2015,1863,house,108.5
2016,1863,house,108.4
2017,1863,house,108.6
2018,1863,house,108.5
2013,1863,flat,56.8
2014,1863,flat,56.3
2015,1863,flat,56.5
2016,1863,flat,58.3
2017,1863,flat,58.3
2018,1863,flat,58.3
2013,1863,other,71.5
2014,1863,other,71.6
2015,1863,other,71.5
2016,1863,other,71.5
2017,1863,other,72.1
2018,1863,other,72.1
2013,1864,house,109.9
2014,1864,house,109.9
2015,1864,house,110
2016,1864,house,109.8
2017,1864,house,110.2
2018,1864,house,109.9
2013,1864,flat,62.1
2014,1864,flat,62.1
2015,1864,flat,62.1
2016,1864,flat,62
2017,1864,flat,62.2
2018,1864,flat,62.2
2013,1864,other,76.2
2014,1864,other,76.2
2015,1864,other,74.8
2016,1864,other,74.8
2017,1864,other,75.2
2018,1864,other,75.2
2013,1880,house,121
2014,1880,house,120.7
2015,1880,house,120.9
2016,1880,house,121
2017,1880,house,121.2
2018,1880,house,121.3
2013,1880,flat,69.4
2014,1880,flat,69.4
2015,1880,flat,69.3
2016,1880,flat,69.1
2017,1880,flat,69.1
2018,1880,flat,68.6
2013,1880,other,68.1
2014,1880,other,68.2
2015,1880,other,68.1
2016,1880,other,68.4
2017,1880,other,68.5
2018,1880,other,68.6
2013,1881,house,118.1
2014,1881,house,118.1
2015,1881,house,118.3
2016,1881,house,118.4
2017,1881,house,118.2
2018,1881,house,118.2
2013,1881,flat,65.9
2014,1881,flat,65.9
2015,1881,flat,65.9
2016,1881,flat,65.9
2017,1881,flat,66
2018,1881,flat,66.1
2013,1881,other,69.8
2014,1881,other,69.8
2015,1881,other,69.8
2016,1881,other,69.8
2017,1881,other,69.2
2018,1881,other,69.2
2013,1882,house,115.7
2014,1882,house,115.7
2015,1882,house,115.4
2016,1882,house,115.5
2017,1882,house,115.4
2018,1882,house,115.3
2013,1882,flat,65
2014,1882,flat,65.2
2015,1882,flat,65.2
2016,1882,flat,65.2
2017,1882,flat,65.2
2018,1882,flat,64.9
2013,1882,other,83.1
2014,1882,other,82.7
2015,1882,other,81.9
2016,1882,other,81.2
2017,1882,other,83.6
2018,1882,other,79.8
2013,1883,house,117.1
2014,1883,house,117.2
2015,1883,house,117.2
2016,1883,house,117.2
2017,1883,house,116.9
2018,1883,house,116.9
2013,1883,flat,63.3
2014,1883,flat,63.3
2015,1883,flat,63.3
2016,1883,flat,63.3
2017,1883,flat,63.3
2018,1883,flat,63.3
2013,1883,other,77.6
2014,1883,other,77.4
2015,1883,other,76.6
2016,1883,other,76.4
2017,1883,other,76.3
2018,1883,other,76.3
2013,1884,house,116.5
2014,1884,house,116
2015,1884,house,116
2016,1884,house,115.7
2017,1884,house,115.5
2018,1884,house,115.4
2013,1884,flat,66.9
2014,1884,flat,67
2015,1884,flat,66.9
2016,1884,flat,66.9
2017,1884,flat,66.9
2018,1884,flat,66.9
2013,1884,other,73.3
2014,1884,other,69.4
2015,1884,other,69.4
2016,1884,other,69.5
2017,1884,other,69.3
2018,1884,other,69.5
2013,1885,house,117.9
2014,1885,house,117.9
2015,1885,house,117.9
2016,1885,house,117.8
2017,1885,house,117.7
2018,1885,house,117.4
2013,1885,flat,63.8
2014,1885,flat,63.9
2015,1885,flat,63.8
2016,1885,flat,63.7
2017,1885,flat,63.7
2018,1885,flat,63.7
2013,1885,other,75.7
2014,1885,other,75.9
2015,1885,other,76
2016,1885,other,76
2017,1885,other,76.3
2018,1885,other,76.3
2013,1904,house,113
2014,1904,house,113.2
2015,1904,house,113.4
2016,1904,house,113.2
2017,1904,house,113.3
2018,1904,house,113.3
2013,1904,flat,60.8
2014,1904,flat,60.8
2015,1904,flat,60.8
2016,1904,flat,60.8
2017,1904,flat,60.8
2018,1904,flat,60.8
2013,1904,other,87.5
2014,1904,other,85
2015,1904,other,84.3
2016,1904,other,84.3
2017,1904,other,84.3
2018,1904,other,84.3
2013,1907,house,117.4
2014,1907,house,117.6
2015,1907,house,117.6
2016,1907,house,117.5
2017,1907,house,117.3
2018,1907,house,117.3
2013,1907,flat,62.2
2014,1907,flat,62.1
2015,1907,flat,62.1
2016,1907,flat,62.1
2017,1907,flat,62.1
2018,1907,flat,62
2013,1907,other,77.1
2014,1907,other,77.1
2015,1907,other,77.1
2016,1907,other,77.1
2017,1907,other,77.1
2018,1907,other,77.1
2013,1960,house,117
2014,1960,house,117
2015,1960,house,117
2016,1960,house,117
2017,1960,house,116.8
2018,1960,house,116.6
2013,1960,flat,64
2014,1960,flat,64
2015,1960,flat,63.9
2016,1960,flat,64.5
2017,1960,flat,64.4
2018,1960,flat,64.4
2013,1960,other,73.3
2014,1960,other,73.3
2015,1960,other,73.3
2016,1960,other,73.3
2017,1960,other,73.3
2018,1960,other,73.3
2013,1961,house,116.8
2014,1961,house,116.7
2015,1961,house,117
2016,1961,house,116.8
2017,1961,house,116.7
2018,1961,house,116.6
2013,1961,flat,61.5
2014,1961,flat,61.5
2015,1961,flat,61.4
2016,1961,flat,61.5
2017,1961,flat,61.5
2018,1961,flat,61.5
2013,1961,other,74.4
2014,1961,other,74.4
2015,1961,other,76.8
2016,1961,other,77.5
2017,1961,other,74.8
2018,1961,other,74.2
2013,1962,house,118.1
2014,1962,house,117.9
2015,1962,house,117.9
2016,1962,house,117.6
2017,1962,house,117.5
2018,1962,house,117.6
2013,1962,flat,64.5
2014,1962,flat,64.6
2015,1962,flat,64.7
2016,1962,flat,64.3
2017,1962,flat,64.3
2018,1962,flat,64.4
2013,1962,other,101.9
2014,1962,other,102
2015,1962,other,91.6
2016,1962,other,91.6
2017,1962,other,91.7
2018,1962,other,91.7
2013,1980,house,126
2014,1980,house,126
2015,1980,house,126.1
2016,1980,house,126.1
2017,1980,house,126.2
2018,1980,house,126.4
2013,1980,flat,69.6
2014,1980,flat,69.6
2015,1980,flat,69.7
2016,1980,flat,69.7
2017,1980,flat,69.7
2018,1980,flat,69.6
2013,1980,other,81.4
2014,1980,other,81.5
2015,1980,other,82.6
2016,1980,other,82.6
2017,1980,other,81.9
2018,1980,other,78.3
2013,1981,house,118
2014,1981,house,117.9
2015,1981,house,117.8
2016,1981,house,117.7
2017,1981,house,117.5
2018,1981,house,117.6
2013,1981,flat,64.3
2014,1981,flat,64.2
2015,1981,flat,64.2
2016,1981,flat,64.2
2017,1981,flat,64.2
2018,1981,flat,64.3
2013,1981,other,89.8
2014,1981,other,89.9
2015,1981,other,89.9
2016,1981,other,89.9
2017,1981,other,89.4
2018,1981,other,87.2
2013,1982,house,117.1
2014,1982,house,117
2015,1982,house,117.2
2016,1982,house,117.1
2017,1982,house,117.2
2018,1982,house,117.1
2013,1982,flat,66.7
2014,1982,flat,66.6
2015,1982,flat,66.8
2016,1982,flat,66.8
2017,1982,flat,66.9
2018,1982,flat,66.9
2013,1982,other,88.3
2014,1982,other,87.5
2015,1982,other,87.9
2016,1982,other,88
2017,1982,other,88.2
2018,1982,other,88.2
2013,1983,house,120.7
2014,1983,house,120.7
2015,1983,house,120.8
2016,1983,house,120.8
2017,1983,house,120.9
2018,1983,house,120.7
2013,1983,flat,65.3
2014,1983,flat,65.3
2015,1983,flat,65.3
2016,1983,flat,65.3
2017,1983,flat,65.3
2018,1983,flat,65.3
2013,1983,other,61.6
2014,1983,other,61.4
2015,1983,other,61.4
2016,1983,other,61.6
2017,1983,other,61.8
2018,1983,other,61.8
2013,1984,house,116.8
2014,1984,house,116.6
2015,1984,house,116.5
2016,1984,house,115.6
2017,1984,house,116.1
2018,1984,house,116.6
2013,1984,flat,68
2014,1984,flat,68
2015,1984,flat,68.1
2016,1984,flat,68.2
2017,1984,flat,68.2
2018,1984,flat,68.3
2013,1984,other,89.1
2014,1984,other,88
2015,1984,other,88
2016,1984,other,88
2017,1984,other,88
2018,1984,other,88
2013,2021,house,111.3
2014,2021,house,111.1
2015,2021,house,111.3
2016,2021,house,111.2
2017,2021,house,111.2
2018,2021,house,111.1
2013,2021,flat,58.3
2014,2021,flat,58.3
2015,2021,flat,58.3
2016,2021,flat,58.3
2017,2021,flat,58.2
2018,2021,flat,58.2
2013,2021,other,89.6
2014,2021,other,86.6
2015,2021,other,89.4
2016,2021,other,88
2017,2021,other,88
2018,2021,other,87.6
2013,2023,house,109
2014,2023,house,109.2
2015,2023,house,109.4
2016,2023,house,109.7
2017,2023,house,109.7
2018,2023,house,109.9
2013,2023,flat,62.2
2014,2023,flat,62.3
2015,2023,flat,62.3
2016,2023,flat,62.3
2017,2023,flat,62.6
2018,2023,flat,59.8
2013,2023,other,69.2
2014,2023,other,68.7
2015,2023,other,68.5
2016,2023,other,68.7
2017,2023,other,68.7
2018,2023,other,69.1
2013,2026,house,112.2
2014,2026,house,112.1
2015,2026,house,112.2
2016,2026,house,112.2
2017,2026,house,112.1
2018,2026,house,111.9
2013,2026,flat,61
2014,2026,flat,61.1
2015,2026,flat,61
2016,2026,flat,61
2017,2026,flat,60.9
2018,2026,flat,60.9
2013,2026,other,91.4
2014,2026,other,91.4
2015,2026,other,86.7
2016,2026,other,82.3
2017,2026,other,78.6
2018,2026,other,78.6
2013,2029,house,111.4
2014,2029,house,111.4
2015,2029,house,111.3
2016,2029,house,111.3
2017,2029,house,111
2018,2029,house,111
2013,2029,flat,66
2014,2029,flat,66.1
2015,2029,flat,66.1
2016,2029,flat,65.9
2017,2029,flat,66.2
2018,2029,flat,66.2
2013,2029,other,75.8
2014,2029,other,75.6
2015,2029,other,76.9
2016,2029,other,77.4
2017,2029,other,74.7
2018,2029,other,74.7
2013,2031,house,112.4
2014,2031,house,112.3
2015,2031,house,112.2
2016,2031,house,112.3
2017,2031,house,112
2018,2031,house,111.8
2013,2031,flat,65.3
2014,2031,flat,65.2
2015,2031,flat,65.2
2016,2031,flat,65.1
2017,2031,flat,65.1
2018,2031,flat,65.3
2013,2031,other,75.7
2014,2031,other,77
2015,2031,other,76.6
2016,2031,other,74.9
2017,2031,other,74.7
2018,2031,other,74.7
2013,2034,house,109.8
2014,2034,house,109.6
2015,2034,house,109.2
2016,2034,house,109.5
2017,2034,house,109.3
2018,2034,house,109.4
2013,2034,flat,63
2014,2034,flat,63.3
2015,2034,flat,63.5
2016,2034,flat,63.5
2017,2034,flat,63.6
2018,2034,flat,63.6
2013,2034,other,79.4
2014,2034,other,82.9
2015,2034,other,83.4
2016,2034,other,83.4
2017,2034,other,83.4
2018,2034,other,83.4
2013,2039,house,104.6
2014,2039,house,104.5
2015,2039,house,104.7
2016,2039,house,105.3
2017,2039,house,104.9
2018,2039,house,104.9
2013,2039,flat,62.7
2014,2039,flat,62.7
2015,2039,flat,62.6
2016,2039,flat,62.5
2017,2039,flat,62.5
2018,2039,flat,62.6
2013,2039,other,71.6
2014,2039,other,71.6
2015,2039,other,71.6
2016,2039,other,69.6
2017,2039,other,69.6
2018,2039,other,69.6
2013,2061,house,111.2
2014,2061,house,111.3
2015,2061,house,111.3
2016,2061,house,111.2
2017,2061,house,111.1
2018,2061,house,110.9
2013,2061,flat,58.4
2014,2061,flat,58.4
2015,2061,flat,58.4
2016,2061,flat,58.4
2017,2061,flat,58.3
2018,2061,flat,58.2
2013,2061,other,85.9
2014,2061,other,86.9
2015,2061,other,80.3
2016,2061,other,80.3
2017,2061,other,85.3
2018,2061,other,85.3
2013,2062,house,109.2
2014,2062,house,109.1
2015,2062,house,109.3
2016,2062,house,109.4
2017,2062,house,109.3
2018,2062,house,109.4
2013,2062,flat,64.7
2014,2062,flat,64.7
2015,2062,flat,64.6
2016,2062,flat,64.6
2017,2062,flat,64.6
2018,2062,flat,64.6
2013,2062,other,78.3
2014,2062,other,78.4
2015,2062,other,78.3
2016,2062,other,77.7
2017,2062,other,77.5
2018,2062,other,78
2013,2080,house,120.2
2014,2080,house,120.2
2015,2080,house,120.2
2016,2080,house,120.1
2017,2080,house,120.1
2018,2080,house,120
2013,2080,flat,66.7
2014,2080,flat,66.7
2015,2080,flat,66.7
2016,2080,flat,66.7
2017,2080,flat,66.6
2018,2080,flat,66.6
2013,2080,other,74.5
2014,2080,other,74.4
2015,2080,other,73.3
2016,2080,other,73
2017,2080,other,72.5
2018,2080,other,73.7
2013,2081,house,116.5
2014,2081,house,116.5
2015,2081,house,116.5
2016,2081,house,116.4
2017,2081,house,116.5
2018,2081,house,116.6
2013,2081,flat,64
2014,2081,flat,64
2015,2081,flat,64
2016,2081,flat,64.1
2017,2081,flat,64.3
2018,2081,flat,64.5
2013,2081,other,66.4
2014,2081,other,66.5
2015,2081,other,66.1
2016,2081,other,66.1
2017,2081,other,66.2
2018,2081,other,66.1
2013,2082,house,116.4
2014,2082,house,116.4
2015,2082,house,116.4
2016,2082,house,116.1
2017,2082,house,116.2
2018,2082,house,116.3
2013,2082,flat,62.1
2014,2082,flat,63.1
2015,2082,flat,63.2
2016,2082,flat,63.2
2017,2082,flat,63.3
2018,2082,flat,63.3
2013,2082,other,69.8
2014,2082,other,69.8
2015,2082,other,69.8
2016,2082,other,69.8
2017,2082,other,69.9
2018,2082,other,69.9
2013,2083,house,115.3
2014,2083,house,115.2
2015,2083,house,115.2
2016,2083,house,115
2017,2083,house,114.8
2018,2083,house,114.7
2013,2083,flat,62.2
2014,2083,flat,62.4
2015,2083,flat,62.3
2016,2083,flat,62.4
2017,2083,flat,62.4
2018,2083,flat,62.4
2013,2083,other,79.5
2014,2083,other,78.3
2015,2083,other,79.3
2016,2083,other,74.5
2017,2083,other,74.1
2018,2083,other,74.5
2013,2084,house,116.2
2014,2084,house,116.2
2015,2084,house,116.2
2016,2084,house,116
2017,2084,house,115.9
2018,2084,house,115.9
2013,2084,flat,60.6
2014,2084,flat,60.9
2015,2084,flat,60.9
2016,2084,flat,60.9
2017,2084,flat,60.8
2018,2084,flat,60.9
2013,2084,other,76.2
2014,2084,other,75.7
2015,2084,other,75.6
2016,2084,other,75.2
2017,2084,other,77.6
2018,2084,other,77.6
2013,2085,house,112.5
2014,2085,house,112.5
2015,2085,house,112.7
2016,2085,house,112.6
2017,2085,house,112.5
2018,2085,house,112.6
2013,2085,flat,61.6
2014,2085,flat,61.6
2015,2085,flat,61.6
2016,2085,flat,61.4
2017,2085,flat,61.5
2018,2085,flat,61.5
2013,2085,other,75.4
2014,2085,other,75.3
2015,2085,other,75.2
2016,2085,other,75.2
2017,2085,other,74.7
2018,2085,other,74.4
2013,2101,house,109.5
2014,2101,house,109.4
2015,2101,house,109.3
2016,2101,house,109.4
2017,2101,house,109.3
2018,2101,house,109.5
2013,2101,flat,60.7
2014,2101,flat,60.6
2015,2101,flat,60.6
2016,2101,flat,60.6
2017,2101,flat,61.1
2018,2101,flat,61
2013,2101,other,67.5
2014,2101,other,66.9
2015,2101,other,66.8
2016,2101,other,66.8
2017,2101,other,65.4
2018,2101,other,65.4
2013,2104,house,109.9
2014,2104,house,110
2015,2104,house,109.9
2016,2104,house,110.1
2017,2104,house,109.9
2018,2104,house,109.8
2013,2104,flat,61
2014,2104,flat,61
2015,2104,flat,61
2016,2104,flat,61.1
2017,2104,flat,61.1
2018,2104,flat,61.1
2013,2104,other,85.9
2014,2104,other,86.7
2015,2104,other,86.7
2016,2104,other,86.7
2017,2104,other,90
2018,2104,other,89.5
2013,2121,house,119.1
2014,2121,house,119.3
2015,2121,house,119.7
2016,2121,house,119.7
2017,2121,house,119.5
2018,2121,house,119.5
2013,2121,flat,63
2014,2121,flat,63
2015,2121,flat,63
2016,2121,flat,63.1
2017,2121,flat,63.1
2018,2121,flat,63.1
2013,2121,other,83.3
2014,2121,other,82.9
2015,2121,other,82.7
2016,2121,other,82.2
2017,2121,other,81.7
2018,2121,other,81.7
2013,2132,house,117.2
2014,2132,house,117.2
2015,2132,house,117.3
2016,2132,house,117
2017,2132,house,117
2018,2132,house,117
2013,2132,flat,62.8
2014,2132,flat,62.8
2015,2132,flat,62.7
2016,2132,flat,62.4
2017,2132,flat,62.4
2018,2132,flat,62.1
2013,2132,other,82.2
2014,2132,other,81.9
2015,2132,other,80.6
2016,2132,other,80.6
2017,2132,other,80.6
2018,2132,other,79.9
2013,2161,house,114.4
2014,2161,house,114.4
2015,2161,house,114.5
2016,2161,house,114
2017,2161,house,113.9
2018,2161,house,113.4
2013,2161,flat,64.8
2014,2161,flat,64.7
2015,2161,flat,64.7
2016,2161,flat,64.7
2017,2161,flat,64.7
2018,2161,flat,64.4
2013,2161,other,67.4
2014,2161,other,67.4
2015,2161,other,67.2
2016,2161,other,67.3
2017,2161,other,67.3
2018,2161,other,67.5
2013,2180,house,112
2014,2180,house,112.1
2015,2180,house,112.3
2016,2180,house,112.3
2017,2180,house,112.3
2018,2180,house,112.3
2013,2180,flat,65.9
2014,2180,flat,65.9
2015,2180,flat,65.9
2016,2180,flat,65.9
2017,2180,flat,65.7
2018,2180,flat,65.7
2013,2180,other,75.7
2014,2180,other,76.1
2015,2180,other,75.8
2016,2180,other,75.5
2017,2180,other,75.4
2018,2180,other,74.8
2013,2181,house,114.2
2014,2181,house,114.2
2015,2181,house,114.3
2016,2181,house,114.2
2017,2181,house,114.1
2018,2181,house,114.1
2013,2181,flat,62.8
2014,2181,flat,62.8
2015,2181,flat,62.7
2016,2181,flat,62.7
2017,2181,flat,62.7
2018,2181,flat,62.7
2013,2181,other,72.8
2014,2181,other,73.4
2015,2181,other,73.8
2016,2181,other,73.9
2017,2181,other,74.3
2018,2181,other,74.6
2013,2182,house,113.5
2014,2182,house,113.7
2015,2182,house,113.7
2016,2182,house,113.6
2017,2182,house,113.3
2018,2182,house,113.5
2013,2182,flat,64.7
2014,2182,flat,64.6
2015,2182,flat,64.6
2016,2182,flat,64.7
2017,2182,flat,64.7
2018,2182,flat,64.7
2013,2182,other,82.2
2014,2182,other,81.8
2015,2182,other,81.3
2016,2182,other,81.9
2017,2182,other,81
2018,2182,other,81.1
2013,2183,house,114.4
2014,2183,house,114.6
2015,2183,house,114.9
2016,2183,house,115
2017,2183,house,114.8
2018,2183,house,114.8
2013,2183,flat,61.9
2014,2183,flat,62
2015,2183,flat,62
2016,2183,flat,61.7
2017,2183,flat,61.7
2018,2183,flat,61.6
2013,2183,other,62.8
2014,2183,other,63.2
2015,2183,other,63.1
2016,2183,other,72.8
2017,2183,other,72.5
2018,2183,other,72.6
2013,2184,house,116.2
2014,2184,house,116.3
2015,2184,house,116.4
2016,2184,house,116.4
2017,2184,house,115.9
2018,2184,house,116
2013,2184,flat,64.3
2014,2184,flat,64.3
2015,2184,flat,64.4
2016,2184,flat,64.4
2017,2184,flat,64.4
2018,2184,flat,64.6
2013,2184,other,80.6
2014,2184,other,79.9
2015,2184,other,79.4
2016,2184,other,78.5
2017,2184,other,78.4
2018,2184,other,77.9
2013,2260,house,115.4
2014,2260,house,115.6
2015,2260,house,115.8
2016,2260,house,115.8
2017,2260,house,115.7
2018,2260,house,115.7
2013,2260,flat,63.7
2014,2260,flat,63.8
2015,2260,flat,63.8
2016,2260,flat,63.8
2017,2260,flat,63.7
2018,2260,flat,63.7
2013,2260,other,84
2014,2260,other,84
2015,2260,other,84.9
2016,2260,other,84.9
2017,2260,other,84.9
2018,2260,other,84.9
2013,2262,house,114.4
2014,2262,house,114.5
2015,2262,house,114.5
2016,2262,house,114.9
2017,2262,house,114.9
2018,2262,house,114.8
2013,2262,flat,65.9
2014,2262,flat,65.8
2015,2262,flat,66.1
2016,2262,flat,66
2017,2262,flat,66.1
2018,2262,flat,66.1
2013,2262,other,66.9
2014,2262,other,69.8
2015,2262,other,67.4
2016,2262,other,66.3
2017,2262,other,64.5
2018,2262,other,64.5
2013,2280,house,121.4
2014,2280,house,121.4
2015,2280,house,121.5
2016,2280,house,121.2
2017,2280,house,121
2018,2280,house,120.9
2013,2280,flat,67
2014,2280,flat,67
2015,2280,flat,66.9
2016,2280,flat,66.9
2017,2280,flat,66.9
2018,2280,flat,66.9
2013,2280,other,83
2014,2280,other,80.9
2015,2280,other,81.4
2016,2280,other,81.4
2017,2280,other,81.4
2018,2280,other,78.5
2013,2281,house,119.4
2014,2281,house,119.4
2015,2281,house,119.3
2016,2281,house,119.2
2017,2281,house,119
2018,2281,house,118.8
2013,2281,flat,68.4
2014,2281,flat,68.4
2015,2281,flat,68.4
2016,2281,flat,68.2
2017,2281,flat,68.2
2018,2281,flat,68.1
2013,2281,other,72.6
2014,2281,other,72.4
2015,2281,other,71.4
2016,2281,other,73.1
2017,2281,other,71.8
2018,2281,other,71.8
2013,2282,house,114.7
2014,2282,house,114.7
2015,2282,house,114.7
2016,2282,house,114.7
2017,2282,house,114.6
2018,2282,house,114.6
2013,2282,flat,63.8
2014,2282,flat,63.7
2015,2282,flat,63.6
2016,2282,flat,63.7
2017,2282,flat,63.7
2018,2282,flat,63.7
2013,2282,other,60.1
2014,2282,other,60.2
2015,2282,other,60.5
2016,2282,other,60.8
2017,2282,other,61.5
2018,2282,other,61.5
2013,2283,house,114.3
2014,2283,house,114.1
2015,2283,house,114.8
2016,2283,house,114.8
2017,2283,house,114.7
2018,2283,house,114.8
2013,2283,flat,64
2014,2283,flat,64
2015,2283,flat,64
2016,2283,flat,64
2017,2283,flat,64
2018,2283,flat,64
2013,2283,other,76.6
2014,2283,other,76.5
2015,2283,other,77.1
2016,2283,other,78.2
2017,2283,other,78.2
2018,2283,other,78.1
2013,2284,house,121.4
2014,2284,house,121.4
2015,2284,house,121.7
2016,2284,house,121.5
2017,2284,house,121.5
2018,2284,house,121.5
2013,2284,flat,66.5
2014,2284,flat,66.5
2015,2284,flat,66.6
2016,2284,flat,66.6
2017,2284,flat,66.6
2018,2284,flat,66.5
2013,2284,other,75.9
2014,2284,other,75.8
2015,2284,other,75.7
2016,2284,other,79.3
2017,2284,other,74.3
2018,2284,other,74.2
2013,2303,house,110.7
2014,2303,house,111
2015,2303,house,111
2016,2303,house,111.1
2017,2303,house,110.8
2018,2303,house,110.9
2013,2303,flat,62.6
2014,2303,flat,62.5
2015,2303,flat,62.6
2016,2303,flat,62.6
2017,2303,flat,62.5
2018,2303,flat,62.6
2013,2303,other,92.6
2014,2303,other,92.6
2015,2303,other,93.3
2016,2303,other,93.3
2017,2303,other,93.3
2018,2303,other,88.4
2013,2305,house,117.5
2014,2305,house,117.1
2015,2305,house,117.7
2016,2305,house,117.4
2017,2305,house,116.8
2018,2305,house,116.7
2013,2305,flat,60.6
2014,2305,flat,60.6
2015,2305,flat,60.6
2016,2305,flat,60.8
2017,2305,flat,60.8
2018,2305,flat,60.8
2013,2305,other,62.5
2014,2305,other,62.5
2015,2305,other,62.2
2016,2305,other,62.2
2017,2305,other,58.2
2018,2305,other,57.6
2013,2309,house,114.9
2014,2309,house,115
2015,2309,house,115.5
2016,2309,house,115.4
2017,2309,house,115.4
2018,2309,house,115.6
2013,2309,flat,65
2014,2309,flat,65
2015,2309,flat,65
2016,2309,flat,64.9
2017,2309,flat,64.9
2018,2309,flat,64.9
2013,2309,other,90.7
2014,2309,other,89.4
2015,2309,other,92.3
2016,2309,other,87.3
2017,2309,other,88.4
2018,2309,other,87.8
2013,2313,house,108
2014,2313,house,107.8
2015,2313,house,108.5
2016,2313,house,108.4
2017,2313,house,108.3
2018,2313,house,108.3
2013,2313,flat,63.5
2014,2313,flat,63.5
2015,2313,flat,63.5
2016,2313,flat,63.5
2017,2313,flat,63.6
2018,2313,flat,63.6
2013,2313,other,71.4
